ride_id,timestamp,pickup_zone,dropoff_zone,passenger_count,reject_reasons
taxi-03703,2026-03-29T22:49:00Z,Zone-25,Zone-18,1,delay:late_record
taxi-03704,2026-03-29T22:41:00Z,Zone-02,Zone-18,2,delay:late_record
taxi-03705,2026-03-29T22:23:00Z,Zone-18,Zone-07,2,delay:late_record
taxi-03706,2026-03-29T22:53:00Z,Zone-18,Zone-13,2,delay:late_record
taxi-03707,2026-03-29T22:18:00Z,Zone-06,Zone-13,3,delay:late_record
taxi-03708,2026-03-29T22:26:00Z,Zone-07,Zone-19,2,delay:late_record
taxi-03709,2026-03-29T22:00:00Z,Zone-02,Zone-01,1,delay:late_record
taxi-03710,2026-03-29T22:32:00Z,Zone-13,Zone-17,1,delay:late_record
taxi-03711,2026-03-29T22:10:00Z,Zone-10,Zone-11,1,delay:late_record
taxi-03712,2026-03-29T22:14:00Z,Zone-21,Zone-24,2,delay:late_record
taxi-03713,2026-03-29T22:02:00Z,Zone-09,Zone-25,1,delay:late_record
taxi-03714,2026-03-29T22:52:00Z,Zone-13,Zone-22,4,delay:late_record
taxi-03715,2026-03-29T22:08:00Z,Zone-24,Zone-09,1,delay:late_record
taxi-03716,2026-03-29T22:04:00Z,Zone-03,Zone-18,4,delay:late_record
taxi-03717,2026-03-29T22:01:00Z,Zone-01,Zone-25,2,delay:late_record
taxi-03718,2026-03-29T22:06:00Z,Zone-24,Zone-19,4,delay:late_record
taxi-03719,2026-03-29T22:12:00Z,Zone-20,Zone-10,3,delay:late_record
taxi-03720,2026-03-29T22:27:00Z,Zone-17,Zone-25,1,delay:late_record
taxi-03721,2026-03-29T22:19:00Z,Zone-09,Zone-16,2,delay:late_record
taxi-03722,2026-03-29T22:06:00Z,Zone-09,Zone-22,4,delay:late_record
taxi-03723,2026-03-29T23:18:00Z,Zone-14,Zone-03,2,delay:late_record
taxi-03724,2026-03-29T23:26:00Z,Zone-18,Zone-09,4,delay:late_record
taxi-03725,2026-03-29T23:18:00Z,Zone-23,Zone-18,2,delay:late_record
taxi-03726,2026-03-29T23:24:00Z,Zone-01,Zone-17,4,delay:late_record
taxi-03727,2026-03-29T23:23:00Z,Zone-25,Zone-18,1,delay:late_record
taxi-03728,2026-03-29T23:28:00Z,Zone-08,Zone-20,1,delay:late_record
taxi-03729,2026-03-29T23:25:00Z,Zone-25,Zone-08,4,delay:late_record
taxi-03730,2026-03-29T23:23:00Z,Zone-16,Zone-20,1,delay:late_record
taxi-03731,2026-03-29T23:41:00Z,Zone-10,Zone-12,2,delay:late_record
taxi-03732,2026-03-29T23:51:00Z,Zone-21,Zone-03,1,delay:late_record
taxi-03733,2026-03-29T23:35:00Z,Zone-06,Zone-08,4,delay:late_record
taxi-03734,2026-03-29T23:37:00Z,Zone-08,Zone-03,2,delay:late_record
taxi-03735,2026-03-29T23:25:00Z,Zone-20,Zone-16,2,delay:late_record
taxi-03736,2026-03-29T23:03:00Z,Zone-25,Zone-16,3,delay:late_record
taxi-03737,2026-03-29T23:26:00Z,Zone-10,Zone-25,3,delay:late_record
taxi-03738,2026-03-29T23:53:00Z,Zone-05,Zone-02,3,delay:late_record
taxi-03739,2026-03-29T23:44:00Z,Zone-19,Zone-21,4,delay:late_record
taxi-03740,2026-03-29T23:55:00Z,Zone-01,Zone-10,2,delay:late_record
taxi-03741,2026-03-29T23:48:00Z,Zone-18,Zone-16,4,delay:late_record
taxi-03742,2026-03-29T23:20:00Z,Zone-21,Zone-08,3,delay:late_record
taxi-03743,2026-03-29T23:29:00Z,Zone-23,Zone-16,1,delay:late_record
taxi-03744,2026-03-29T23:58:00Z,Zone-04,Zone-15,1,delay:late_record
taxi-03745,2026-03-29T23:24:00Z,Zone-05,Zone-01,2,delay:late_record
taxi-03746,2026-03-29T23:33:00Z,Zone-24,Zone-04,2,delay:late_record
taxi-03747,2026-03-29T23:12:00Z,Zone-15,Zone-04,1,delay:late_record
taxi-03748,2026-03-29T23:56:00Z,Zone-14,Zone-17,2,delay:late_record
taxi-03749,2026-03-29T23:40:00Z,Zone-17,Zone-16,2,delay:late_record
taxi-03750,2026-03-29T23:47:00Z,Zone-18,Zone-14,4,delay:late_record
taxi-03751,2026-03-29T23:00:00Z,Zone-10,Zone-04,4,delay:late_record
taxi-03752,2026-03-29T23:18:00Z,Zone-24,Zone-22,3,delay:late_record
taxi-03753,2026-03-29T23:33:00Z,Zone-11,Zone-21,3,delay:late_record
taxi-03754,2026-03-29T23:36:00Z,Zone-21,Zone-06,2,delay:late_record
taxi-03755,2026-03-30T00:33:00Z,Zone-22,Zone-07,3,delay:late_record
taxi-03756,2026-03-30T00:33:00Z,Zone-20,Zone-09,4,delay:late_record
taxi-03757,2026-03-30T00:29:00Z,Zone-07,Zone-12,2,delay:late_record
taxi-03758,2026-03-30T00:10:00Z,Zone-17,Zone-24,4,delay:late_record
taxi-03759,2026-03-30T00:00:00Z,Zone-11,Zone-15,2,delay:late_record
taxi-03760,2026-03-30T00:09:00Z,Zone-16,Zone-03,1,delay:late_record
taxi-03761,2026-03-30T00:19:00Z,Zone-23,Zone-07,2,delay:late_record
taxi-03762,2026-03-30T00:44:00Z,Zone-04,Zone-19,4,delay:late_record
taxi-03763,2026-03-30T00:21:00Z,Zone-04,Zone-02,4,delay:late_record
taxi-03764,2026-03-30T00:38:00Z,Zone-06,Zone-03,3,delay:late_record
taxi-03765,2026-03-30T00:40:00Z,Zone-18,Zone-08,3,delay:late_record
taxi-03766,2026-03-30T00:40:00Z,Zone-01,Zone-08,3,delay:late_record
taxi-03767,2026-03-30T00:18:00Z,Zone-14,Zone-20,3,delay:late_record
taxi-03768,2026-03-30T00:23:00Z,Zone-20,Zone-13,3,delay:late_record
taxi-03769,2026-03-30T00:35:00Z,Zone-18,Zone-22,2,delay:late_record
taxi-03770,2026-03-30T00:04:00Z,Zone-19,Zone-05,1,delay:late_record
taxi-03771,2026-03-30T00:46:00Z,Zone-07,Zone-10,2,delay:late_record
taxi-03772,2026-03-30T00:16:00Z,Zone-19,Zone-04,2,delay:late_record
taxi-03773,2026-03-30T00:51:00Z,Zone-17,Zone-20,4,delay:late_record
taxi-03774,2026-03-30T00:21:00Z,Zone-19,Zone-20,3,delay:late_record
taxi-03775,2026-03-30T00:51:00Z,Zone-24,Zone-20,4,delay:late_record
taxi-03776,2026-03-30T00:13:00Z,Zone-06,Zone-01,2,delay:late_record
taxi-03777,2026-03-30T00:13:00Z,Zone-03,Zone-21,2,delay:late_record
taxi-03778,2026-03-30T00:09:00Z,Zone-06,Zone-17,1,delay:late_record
taxi-03779,2026-03-30T01:04:00Z,Zone-02,Zone-06,4,delay:late_record
taxi-03780,2026-03-30T01:27:00Z,Zone-22,Zone-16,3,delay:late_record
taxi-03781,2026-03-30T01:19:00Z,Zone-17,Zone-04,2,delay:late_record
taxi-03782,2026-03-30T01:35:00Z,Zone-13,Zone-14,4,delay:late_record
taxi-03783,2026-03-30T01:45:00Z,Zone-16,Zone-12,3,delay:late_record
taxi-03784,2026-03-30T01:53:00Z,Zone-17,Zone-11,1,delay:late_record
taxi-03785,2026-03-30T01:56:00Z,Zone-20,Zone-07,2,delay:late_record
taxi-03786,2026-03-30T01:40:00Z,Zone-09,Zone-24,2,delay:late_record
taxi-03787,2026-03-30T01:53:00Z,Zone-14,Zone-19,4,delay:late_record
taxi-03788,2026-03-30T01:31:00Z,Zone-23,Zone-09,1,delay:late_record
taxi-03789,2026-03-30T01:35:00Z,Zone-14,Zone-22,3,delay:late_record
taxi-03790,2026-03-30T01:11:00Z,Zone-01,Zone-13,4,delay:late_record
taxi-03791,2026-03-30T01:49:00Z,Zone-22,Zone-12,4,delay:late_record
taxi-03792,2026-03-30T01:13:00Z,Zone-20,Zone-18,2,delay:late_record
taxi-03793,2026-03-30T01:24:00Z,Zone-12,Zone-06,1,delay:late_record
taxi-03794,2026-03-30T01:12:00Z,Zone-15,Zone-12,2,delay:late_record
taxi-03795,2026-03-30T01:00:00Z,Zone-19,Zone-10,3,delay:late_record
taxi-03796,2026-03-30T01:06:00Z,Zone-12,Zone-09,1,delay:late_record
taxi-03797,2026-03-30T01:38:00Z,Zone-09,Zone-02,3,delay:late_record
taxi-03798,2026-03-30T01:41:00Z,Zone-16,Zone-13,1,delay:late_record
taxi-03799,2026-03-30T01:44:00Z,Zone-23,Zone-09,3,delay:late_record
taxi-03800,2026-03-30T01:40:00Z,Zone-02,Zone-20,1,delay:late_record
taxi-03801,2026-03-30T01:55:00Z,Zone-23,Zone-16,4,delay:late_record
taxi-03802,2026-03-30T01:31:00Z,Zone-06,Zone-17,1,delay:late_record
taxi-03803,2026-03-30T01:02:00Z,Zone-12,Zone-01,2,delay:late_record
taxi-03804,2026-03-30T02:47:00Z,Zone-06,Zone-05,1,delay:late_record
taxi-03805,2026-03-30T02:26:00Z,Zone-04,Zone-02,4,delay:late_record
taxi-03806,2026-03-30T02:40:00Z,Zone-23,Zone-02,3,delay:late_record
taxi-03807,2026-03-30T02:06:00Z,Zone-18,Zone-09,2,delay:late_record
taxi-03808,2026-03-30T02:41:00Z,Zone-20,Zone-25,1,delay:late_record
taxi-03809,2026-03-30T02:21:00Z,Zone-22,Zone-11,2,delay:late_record
taxi-03810,2026-03-30T02:57:00Z,Zone-19,Zone-25,3,delay:late_record
taxi-03811,2026-03-30T02:33:00Z,Zone-01,Zone-23,4,delay:late_record
taxi-03812,2026-03-30T02:26:00Z,Zone-22,Zone-23,1,delay:late_record
taxi-03813,2026-03-30T02:04:00Z,Zone-07,Zone-18,2,delay:late_record
taxi-03814,2026-03-30T02:46:00Z,Zone-09,Zone-03,2,delay:late_record
taxi-03815,2026-03-30T02:28:00Z,Zone-02,Zone-10,2,delay:late_record
taxi-03816,2026-03-30T02:44:00Z,Zone-17,Zone-14,2,delay:late_record
taxi-03817,2026-03-30T02:40:00Z,Zone-24,Zone-01,3,delay:late_record
taxi-03818,2026-03-30T02:17:00Z,Zone-18,Zone-12,1,delay:late_record
taxi-03819,2026-03-30T02:21:00Z,Zone-15,Zone-20,1,delay:late_record
taxi-03820,2026-03-30T02:36:00Z,Zone-15,Zone-03,1,delay:late_record
taxi-03821,2026-03-30T02:58:00Z,Zone-03,Zone-07,1,delay:late_record
taxi-03822,2026-03-30T02:11:00Z,Zone-11,Zone-20,1,delay:late_record
taxi-03823,2026-03-30T02:49:00Z,Zone-06,Zone-01,2,delay:late_record
taxi-03824,2026-03-30T02:40:00Z,Zone-12,Zone-16,1,delay:late_record
taxi-03825,2026-03-30T02:56:00Z,Zone-24,Zone-08,3,delay:late_record
taxi-03826,2026-03-30T02:53:00Z,Zone-22,Zone-21,2,delay:late_record
taxi-03827,2026-03-30T02:47:00Z,Zone-25,Zone-24,2,delay:late_record
taxi-03828,2026-03-30T02:19:00Z,Zone-02,Zone-14,3,delay:late_record
taxi-03829,2026-03-30T02:11:00Z,Zone-09,Zone-05,3,delay:late_record
taxi-03830,2026-03-30T02:26:00Z,Zone-08,Zone-07,3,delay:late_record
taxi-03831,2026-03-30T02:56:00Z,Zone-07,Zone-06,3,delay:late_record
taxi-03832,2026-03-30T02:16:00Z,Zone-23,Zone-15,3,delay:late_record
taxi-03833,2026-03-30T02:05:00Z,Zone-16,Zone-12,3,delay:late_record
taxi-03834,2026-03-30T02:22:00Z,Zone-25,Zone-21,4,delay:late_record
taxi-03835,2026-03-30T02:53:00Z,Zone-21,Zone-23,2,delay:late_record
taxi-03836,2026-03-30T02:02:00Z,Zone-19,Zone-13,2,delay:late_record
taxi-03837,2026-03-30T02:34:00Z,Zone-19,Zone-07,4,delay:late_record
taxi-03838,2026-03-30T02:22:00Z,Zone-21,Zone-23,3,delay:late_record
taxi-03839,2026-03-30T02:13:00Z,Zone-11,Zone-24,3,delay:late_record
taxi-03840,2026-03-30T02:05:00Z,Zone-17,Zone-07,3,delay:late_record
taxi-03841,2026-03-30T03:29:00Z,Zone-09,Zone-02,1,delay:late_record
taxi-03842,2026-03-30T03:33:00Z,Zone-22,Zone-21,2,delay:late_record
taxi-03843,2026-03-30T03:30:00Z,Zone-05,Zone-16,3,delay:late_record
taxi-03844,2026-03-30T03:23:00Z,Zone-19,Zone-13,1,delay:late_record
taxi-03845,2026-03-30T03:20:00Z,Zone-23,Zone-04,3,delay:late_record
taxi-03846,2026-03-30T03:55:00Z,Zone-01,Zone-07,4,delay:late_record
taxi-03847,2026-03-30T03:30:00Z,Zone-11,Zone-12,1,delay:late_record
taxi-03848,2026-03-30T03:11:00Z,Zone-12,Zone-10,2,delay:late_record
taxi-03849,2026-03-30T03:29:00Z,Zone-18,Zone-06,1,delay:late_record
taxi-03850,2026-03-30T03:28:00Z,Zone-20,Zone-15,4,delay:late_record
taxi-03851,2026-03-30T03:46:00Z,Zone-13,Zone-17,2,delay:late_record
taxi-03852,2026-03-30T03:16:00Z,Zone-24,Zone-12,3,delay:late_record
taxi-03853,2026-03-30T03:30:00Z,Zone-22,Zone-13,3,delay:late_record
taxi-03854,2026-03-30T03:02:00Z,Zone-08,Zone-18,1,delay:late_record
taxi-03855,2026-03-30T03:26:00Z,Zone-14,Zone-09,4,delay:late_record
taxi-03856,2026-03-30T03:37:00Z,Zone-01,Zone-07,2,delay:late_record
taxi-03857,2026-03-30T03:59:00Z,Zone-10,Zone-21,2,delay:late_record
taxi-03858,2026-03-30T03:36:00Z,Zone-25,Zone-05,2,delay:late_record
taxi-03859,2026-03-30T03:42:00Z,Zone-11,Zone-02,1,delay:late_record
taxi-03860,2026-03-30T03:19:00Z,Zone-25,Zone-05,3,delay:late_record
taxi-03861,2026-03-30T03:29:00Z,Zone-13,Zone-06,4,delay:late_record
taxi-03862,2026-03-30T04:42:00Z,Zone-05,Zone-08,2,delay:late_record
taxi-03863,2026-03-30T04:19:00Z,Zone-10,Zone-03,2,delay:late_record
taxi-03864,2026-03-30T04:15:00Z,Zone-07,Zone-15,1,delay:late_record
taxi-03865,2026-03-30T04:46:00Z,Zone-08,Zone-05,3,delay:late_record
taxi-03866,2026-03-30T04:00:00Z,Zone-16,Zone-06,3,delay:late_record
taxi-03867,2026-03-30T04:06:00Z,Zone-16,Zone-19,4,delay:late_record
taxi-03868,2026-03-30T04:44:00Z,Zone-07,Zone-17,4,delay:late_record
taxi-03869,2026-03-30T04:53:00Z,Zone-15,Zone-24,2,delay:late_record
taxi-03870,2026-03-30T04:48:00Z,Zone-04,Zone-14,2,delay:late_record
taxi-03871,2026-03-30T04:20:00Z,Zone-25,Zone-05,4,delay:late_record
taxi-03872,2026-03-30T04:49:00Z,Zone-11,Zone-10,4,delay:late_record
taxi-03873,2026-03-30T04:38:00Z,Zone-13,Zone-19,1,delay:late_record
taxi-03874,2026-03-30T04:22:00Z,Zone-16,Zone-23,1,delay:late_record
taxi-03875,2026-03-30T04:14:00Z,Zone-20,Zone-06,2,delay:late_record
taxi-03876,2026-03-30T04:23:00Z,Zone-12,Zone-11,1,delay:late_record
taxi-03877,2026-03-30T05:38:00Z,Zone-25,Zone-13,1,delay:late_record
taxi-03878,2026-03-30T05:41:00Z,Zone-08,Zone-05,4,delay:late_record
taxi-03879,2026-03-30T05:12:00Z,Zone-02,Zone-08,3,delay:late_record
taxi-03880,2026-03-30T05:27:00Z,Zone-03,Zone-12,4,delay:late_record
taxi-03881,2026-03-30T05:41:00Z,Zone-06,Zone-15,2,delay:late_record
taxi-03882,2026-03-30T05:18:00Z,Zone-10,Zone-14,4,delay:late_record
taxi-03883,2026-03-30T05:02:00Z,Zone-09,Zone-15,2,delay:late_record
taxi-03884,2026-03-30T05:10:00Z,Zone-13,Zone-23,1,delay:late_record
taxi-03885,2026-03-30T05:29:00Z,Zone-03,Zone-13,1,delay:late_record
taxi-03886,2026-03-30T05:41:00Z,Zone-13,Zone-01,2,delay:late_record
taxi-03887,2026-03-30T05:20:00Z,Zone-05,Zone-20,4,delay:late_record
taxi-03888,2026-03-30T05:43:00Z,Zone-15,Zone-01,4,delay:late_record
taxi-03889,2026-03-30T05:41:00Z,Zone-22,Zone-13,4,delay:late_record
taxi-03890,2026-03-30T05:49:00Z,Zone-02,Zone-11,4,delay:late_record
taxi-03891,2026-03-30T05:16:00Z,Zone-24,Zone-21,1,delay:late_record
taxi-03892,2026-03-30T05:38:00Z,Zone-15,Zone-18,3,delay:late_record
taxi-03893,2026-03-30T05:49:00Z,Zone-16,Zone-24,3,delay:late_record
taxi-03894,2026-03-30T05:54:00Z,Zone-18,Zone-12,1,delay:late_record
taxi-03895,2026-03-30T05:50:00Z,Zone-06,Zone-15,4,delay:late_record
taxi-03896,2026-03-30T05:55:00Z,Zone-22,Zone-03,2,delay:late_record
taxi-03897,2026-03-30T05:00:00Z,Zone-11,Zone-24,3,delay:late_record
taxi-03898,2026-03-30T05:12:00Z,Zone-17,Zone-21,4,delay:late_record
taxi-03899,2026-03-30T05:27:00Z,Zone-02,Zone-16,3,delay:late_record
taxi-03900,2026-03-30T05:02:00Z,Zone-04,Zone-17,4,delay:late_record
taxi-03901,2026-03-30T05:23:00Z,Zone-02,Zone-21,3,delay:late_record
taxi-03902,2026-03-30T05:16:00Z,Zone-14,Zone-11,3,delay:late_record
taxi-03903,2026-03-30T05:49:00Z,Zone-01,Zone-19,3,delay:late_record
taxi-03904,2026-03-30T05:11:00Z,Zone-10,Zone-13,4,delay:late_record
taxi-03905,2026-03-30T05:01:00Z,Zone-15,Zone-11,3,delay:late_record
taxi-03906,2026-03-30T05:40:00Z,Zone-02,Zone-21,1,delay:late_record
taxi-03907,2026-03-30T05:22:00Z,Zone-24,Zone-02,4,delay:late_record
taxi-03908,2026-03-30T05:15:00Z,Zone-06,Zone-03,1,delay:late_record
taxi-03909,2026-03-30T05:08:00Z,Zone-24,Zone-05,4,delay:late_record
taxi-03910,2026-03-30T05:27:00Z,Zone-09,Zone-13,4,delay:late_record
taxi-03911,2026-03-30T06:39:00Z,Zone-08,Zone-25,4,delay:late_record
taxi-03912,2026-03-30T06:02:00Z,Zone-03,Zone-12,3,delay:late_record
taxi-03913,2026-03-30T06:02:00Z,Zone-05,Zone-21,1,delay:late_record
taxi-03914,2026-03-30T06:24:00Z,Zone-17,Zone-25,1,delay:late_record
taxi-03915,2026-03-30T06:21:00Z,Zone-21,Zone-25,3,delay:late_record
taxi-03916,2026-03-30T06:27:00Z,Zone-13,Zone-01,2,delay:late_record
taxi-03917,2026-03-30T06:47:00Z,Zone-09,Zone-25,1,delay:late_record
taxi-03918,2026-03-30T06:53:00Z,Zone-14,Zone-04,2,delay:late_record
taxi-03919,2026-03-30T06:36:00Z,Zone-09,Zone-11,2,delay:late_record
taxi-03920,2026-03-30T06:44:00Z,Zone-02,Zone-13,4,delay:late_record
taxi-03921,2026-03-30T06:13:00Z,Zone-25,Zone-14,3,delay:late_record
taxi-03922,2026-03-30T06:47:00Z,Zone-23,Zone-06,3,delay:late_record
taxi-03923,2026-03-30T06:32:00Z,Zone-22,Zone-02,4,delay:late_record
taxi-03924,2026-03-30T06:58:00Z,Zone-06,Zone-23,3,delay:late_record
taxi-03925,2026-03-30T06:17:00Z,Zone-01,Zone-15,2,delay:late_record
taxi-03926,2026-03-30T06:01:00Z,Zone-14,Zone-23,2,delay:late_record
taxi-03927,2026-03-30T06:17:00Z,Zone-09,Zone-16,3,delay:late_record
taxi-03928,2026-03-30T06:06:00Z,Zone-08,Zone-09,1,delay:late_record
taxi-03929,2026-03-30T06:45:00Z,Zone-11,Zone-08,1,delay:late_record
taxi-03930,2026-03-30T06:39:00Z,Zone-10,Zone-25,4,delay:late_record
taxi-03931,2026-03-30T06:37:00Z,Zone-14,Zone-22,3,delay:late_record
taxi-03932,2026-03-30T06:34:00Z,Zone-13,Zone-17,1,delay:late_record
taxi-03933,2026-03-30T06:21:00Z,Zone-11,Zone-12,3,delay:late_record
taxi-03934,2026-03-30T06:52:00Z,Zone-15,Zone-05,4,delay:late_record
taxi-03935,2026-03-30T06:54:00Z,Zone-24,Zone-16,2,delay:late_record
taxi-03936,2026-03-30T06:34:00Z,Zone-23,Zone-06,4,delay:late_record
taxi-03937,2026-03-30T06:16:00Z,Zone-13,Zone-02,1,delay:late_record
taxi-03938,2026-03-30T06:40:00Z,Zone-16,Zone-19,3,delay:late_record
taxi-03939,2026-03-30T06:05:00Z,Zone-07,Zone-25,3,delay:late_record
taxi-03940,2026-03-30T06:19:00Z,Zone-10,Zone-12,4,delay:late_record
taxi-03941,2026-03-30T06:43:00Z,Zone-15,Zone-01,2,delay:late_record
taxi-03942,2026-03-30T06:39:00Z,Zone-19,Zone-06,3,delay:late_record
taxi-03943,2026-03-30T06:36:00Z,Zone-14,Zone-15,1,delay:late_record
taxi-03944,2026-03-30T06:48:00Z,Zone-10,Zone-19,4,delay:late_record
taxi-03945,2026-03-30T06:15:00Z,Zone-13,Zone-19,2,delay:late_record
taxi-03946,2026-03-30T06:24:00Z,Zone-20,Zone-04,1,delay:late_record
taxi-03947,2026-03-30T06:25:00Z,Zone-07,Zone-08,1,delay:late_record
taxi-03948,2026-03-30T07:18:00Z,Zone-06,Zone-07,4,delay:late_record
taxi-03949,2026-03-30T07:35:00Z,Zone-14,Zone-12,2,delay:late_record
taxi-03950,2026-03-30T07:26:00Z,Zone-20,Zone-09,3,delay:late_record
taxi-03951,2026-03-30T07:49:00Z,Zone-12,Zone-22,1,delay:late_record
taxi-03952,2026-03-30T07:42:00Z,Zone-22,Zone-21,3,delay:late_record
taxi-03953,2026-03-30T07:32:00Z,Zone-18,Zone-19,4,delay:late_record
taxi-03954,2026-03-30T07:14:00Z,Zone-13,Zone-17,4,delay:late_record
taxi-03955,2026-03-30T07:18:00Z,Zone-15,Zone-06,2,delay:late_record
taxi-03956,2026-03-30T07:25:00Z,Zone-10,Zone-01,3,delay:late_record
taxi-03957,2026-03-30T07:48:00Z,Zone-15,Zone-22,2,delay:late_record
taxi-03958,2026-03-30T07:43:00Z,Zone-04,Zone-14,4,delay:late_record
taxi-03959,2026-03-30T07:26:00Z,Zone-14,Zone-07,1,delay:late_record
taxi-03960,2026-03-30T07:39:00Z,Zone-08,Zone-05,1,delay:late_record
taxi-03961,2026-03-30T07:38:00Z,Zone-19,Zone-25,4,delay:late_record
taxi-03962,2026-03-30T07:01:00Z,Zone-11,Zone-21,2,delay:late_record
taxi-03963,2026-03-30T07:10:00Z,Zone-19,Zone-22,4,delay:late_record
taxi-03964,2026-03-30T07:43:00Z,Zone-03,Zone-13,1,delay:late_record
taxi-03965,2026-03-30T07:47:00Z,Zone-20,Zone-22,4,delay:late_record
taxi-03966,2026-03-30T07:35:00Z,Zone-17,Zone-07,2,delay:late_record
taxi-03967,2026-03-30T07:29:00Z,Zone-12,Zone-25,2,delay:late_record
taxi-03968,2026-03-30T07:11:00Z,Zone-16,Zone-24,2,delay:late_record
taxi-03969,2026-03-30T07:20:00Z,Zone-05,Zone-11,1,delay:late_record
taxi-03970,2026-03-30T07:57:00Z,Zone-01,Zone-08,4,delay:late_record
taxi-03971,2026-03-30T07:29:00Z,Zone-08,Zone-23,4,delay:late_record
taxi-03972,2026-03-30T07:15:00Z,Zone-06,Zone-16,1,delay:late_record
taxi-03973,2026-03-30T07:51:00Z,Zone-20,Zone-11,2,delay:late_record
taxi-03974,2026-03-30T07:15:00Z,Zone-15,Zone-25,1,delay:late_record
taxi-03975,2026-03-30T07:00:00Z,Zone-24,Zone-02,4,delay:late_record
taxi-03976,2026-03-30T07:55:00Z,Zone-17,Zone-16,4,delay:late_record
taxi-03977,2026-03-30T07:04:00Z,Zone-14,Zone-09,1,delay:late_record
taxi-03978,2026-03-30T07:45:00Z,Zone-25,Zone-20,1,delay:late_record
taxi-03979,2026-03-30T07:28:00Z,Zone-16,Zone-25,1,delay:late_record
taxi-03980,2026-03-30T07:18:00Z,Zone-13,Zone-25,1,delay:late_record
taxi-03981,2026-03-30T08:25:00Z,Zone-23,Zone-17,4,delay:late_record
taxi-03982,2026-03-30T08:27:00Z,Zone-04,Zone-05,2,delay:late_record
taxi-03983,2026-03-30T08:54:00Z,Zone-09,Zone-20,1,delay:late_record
taxi-03984,2026-03-30T08:46:00Z,Zone-06,Zone-13,4,delay:late_record
taxi-03985,2026-03-30T08:42:00Z,Zone-11,Zone-05,2,delay:late_record
taxi-03986,2026-03-30T08:50:00Z,Zone-16,Zone-07,3,delay:late_record
taxi-03987,2026-03-30T08:06:00Z,Zone-11,Zone-22,1,delay:late_record
taxi-03988,2026-03-30T08:29:00Z,Zone-23,Zone-16,2,delay:late_record
taxi-03989,2026-03-30T08:48:00Z,Zone-09,Zone-12,3,delay:late_record
taxi-03990,2026-03-30T08:44:00Z,Zone-15,Zone-11,4,delay:late_record
taxi-03991,2026-03-30T08:44:00Z,Zone-09,Zone-20,3,delay:late_record
taxi-03992,2026-03-30T08:38:00Z,Zone-02,Zone-06,2,delay:late_record
taxi-03993,2026-03-30T08:33:00Z,Zone-10,Zone-01,2,delay:late_record
taxi-03994,2026-03-30T08:56:00Z,Zone-12,Zone-20,3,delay:late_record
taxi-03995,2026-03-30T08:45:00Z,Zone-10,Zone-11,2,delay:late_record
taxi-03996,2026-03-30T08:36:00Z,Zone-21,Zone-10,4,delay:late_record
taxi-03997,2026-03-30T08:45:00Z,Zone-15,Zone-23,3,delay:late_record
taxi-03998,2026-03-30T08:09:00Z,Zone-24,Zone-23,2,delay:late_record
taxi-03999,2026-03-30T08:09:00Z,Zone-20,Zone-10,4,delay:late_record
taxi-04000,2026-03-30T08:16:00Z,Zone-21,Zone-08,1,delay:late_record
taxi-04001,2026-03-30T08:54:00Z,Zone-07,Zone-20,3,delay:late_record
taxi-04002,2026-03-30T08:09:00Z,Zone-19,Zone-01,3,delay:late_record
taxi-04003,2026-03-30T08:23:00Z,Zone-24,Zone-17,4,delay:late_record
taxi-04004,2026-03-30T08:30:00Z,Zone-20,Zone-06,3,delay:late_record
taxi-04005,2026-03-30T08:41:00Z,Zone-05,Zone-20,3,delay:late_record
taxi-04006,2026-03-30T08:33:00Z,Zone-12,Zone-14,4,delay:late_record
taxi-04007,2026-03-30T09:10:00Z,Zone-17,Zone-16,2,delay:late_record
taxi-04008,2026-03-30T09:30:00Z,Zone-13,Zone-01,1,delay:late_record
taxi-04009,2026-03-30T09:21:00Z,Zone-08,Zone-11,2,delay:late_record
taxi-04010,2026-03-30T09:14:00Z,Zone-05,Zone-10,1,delay:late_record
taxi-04011,2026-03-30T09:41:00Z,Zone-07,Zone-13,4,delay:late_record
taxi-04012,2026-03-30T09:29:00Z,Zone-19,Zone-22,1,delay:late_record
taxi-04013,2026-03-30T09:53:00Z,Zone-24,Zone-17,2,delay:late_record
taxi-04014,2026-03-30T09:47:00Z,Zone-07,Zone-13,1,delay:late_record
taxi-04015,2026-03-30T09:25:00Z,Zone-21,Zone-04,3,delay:late_record
taxi-04016,2026-03-30T09:32:00Z,Zone-03,Zone-10,1,delay:late_record
taxi-04017,2026-03-30T09:51:00Z,Zone-02,Zone-16,2,delay:late_record
taxi-04018,2026-03-30T09:15:00Z,Zone-09,Zone-25,2,delay:late_record
taxi-04019,2026-03-30T09:44:00Z,Zone-21,Zone-08,2,delay:late_record
taxi-04020,2026-03-30T09:44:00Z,Zone-23,Zone-15,2,delay:late_record
taxi-04021,2026-03-30T09:02:00Z,Zone-20,Zone-09,3,delay:late_record
taxi-04022,2026-03-30T09:05:00Z,Zone-24,Zone-07,1,delay:late_record
taxi-04023,2026-03-30T09:57:00Z,Zone-05,Zone-18,3,delay:late_record
taxi-04024,2026-03-30T09:03:00Z,Zone-07,Zone-09,2,delay:late_record
taxi-04025,2026-03-30T09:37:00Z,Zone-25,Zone-19,4,delay:late_record
taxi-04026,2026-03-30T09:29:00Z,Zone-04,Zone-19,1,delay:late_record
